Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Country,Age_Group
89-438-5310,24,Male,High,Divorced,Bachelor's,High,Seleuš,Travel & Leisure (Flights,231.26,10,In-Store,5,1,2.0,Low,Very Sensitive,2,5,Low,Desktop,Cash,2024-04-30,False,True,Impulsive,No Preference,10,Unknown,18-25
03-623-6767,48,Female,Middle,Single,High School,High,Huancabamba,Toys & Games,423.23,12,In-Store,3,3,2.0,High,Somewhat Sensitive,0,7,Low,Tablet,Debit Card,2024-11-05,False,False,Planned,Standard,6,Unknown,46-55
86-749-6914,47,Male,Middle,Single,High School,High,San José Acatempa,Beauty & Personal Care,276.08,4,Mixed,4,5,0.3,High,Somewhat Sensitive,2,10,Low,Smartphone,Credit Card,2024-01-29,False,True,Need-based,No Preference,10,Unknown,46-55
03-977-8103,25,Male,Middle,Widowed,Bachelor's,Middle,Quebrada Canoa,Books,333.56,3,Mixed,4,5,1.0,Low,Not Sensitive,2,2,High,Smartphone,Other,2024-10-25,True,True,Impulsive,No Preference,14,Unknown,18-25
03-827-4021,39,Male,High,Divorced,Bachelor's,Middle,Moate,Groceries,129.82,12,Mixed,1,2,0.0,High,Not Sensitive,2,1,High,Tablet,Cash,2024-06-03,False,False,Impulsive,Standard,8,Unknown,36-45
68-507-4747,41,Female,High,Widowed,High School,High,Kubangwaru,Clothing,278.78,3,Mixed,5,2,0.0,Medium,Not Sensitive,0,1,Low,Desktop,Credit Card,2024-06-14,True,False,Wants-based,Standard,2,Unknown,36-45
21-821-6398,50,Female,Middle,Divorced,Bachelor's,High,Xinquan,Toys & Games,142.02,7,In-Store,1,5,0.0,Low,Very Sensitive,1,9,Medium,Desktop,Cash,2024-07-09,True,False,Impulsive,Standard,3,Unknown,46-55
64-641-7874,33,Female,High,Widowed,High School,High,Providence,Packages),481.84,10,In-Store,1,4,2.0,High,Somewhat Sensitive,1,1,Medium,Tablet,Cash,2024-08-14,False,False,Wants-based,Express,9,US,26-35
53-459-7870,50,Other,High,Divorced,Master's,Middle,Autun,Packages),165.01,10,Mixed,1,2,1.0,Medium,Somewhat Sensitive,1,5,Medium,Desktop,PayPal,2024-04-17,True,False,Impulsive,No Preference,10,FR,46-55
54-936-4361,34,Other,High,Single,Bachelor's,High,Paris 17,Hotels,182.89,2,Mixed,5,3,1.0,Low,Not Sensitive,1,9,Low,Smartphone,PayPal,2024-08-12,False,False,Wants-based,Express,5,Unknown,26-35
67-209-0990,39,Male,High,Widowed,High School,High,Stoczek Łukowski,Books,373.01,5,In-Store,5,5,1.0,Low,Somewhat Sensitive,1,4,Medium,Smartphone,PayPal,2024-07-27,False,True,Impulsive,Express,8,Unknown,36-45
09-948-3150,23,Other,High,Married,Bachelor's,Middle,Boshkengash,Software & Apps,414.06,9,Mixed,1,4,2.0,Medium,Somewhat Sensitive,2,4,High,Desktop,PayPal,2024-11-26,True,False,Planned,Express,2,TJ,18-25
19-873-9468,37,Male,Middle,Widowed,Bachelor's,Middle,Đạ Tẻh,Animal Feed,408.51,9,Online,2,1,2.0,High,Very Sensitive,0,7,Medium,Smartphone,Credit Card,2024-05-26,True,False,Wants-based,Express,1,Unknown,36-45
37-748-4988,21,Male,Middle,Married,High School,High,Radā‘,Furniture,103.4,9,In-Store,4,1,2.0,High,Not Sensitive,1,9,Medium,Smartphone,Debit Card,2024-11-04,True,False,Planned,Standard,9,Unknown,18-25
08-755-1170,47,Male,Middle,Single,High School,High,Sinarwangi,Furniture,67.92,3,In-Store,1,3,0.0,Low,Not Sensitive,1,8,Low,Tablet,Cash,2024-10-18,False,True,Impulsive,Express,10,Unknown,46-55
07-402-7433,42,Other,Middle,Single,High School,Middle,Dagup,Health Supplements,354.16,8,In-Store,1,1,1.0,Low,Not Sensitive,2,3,Low,Desktop,Credit Card,2024-06-13,True,False,Planned,Express,5,Unknown,36-45
60-073-3575,30,Male,Middle,Widowed,Bachelor's,Middle,Ełk,Books,276.77,2,Mixed,1,1,2.0,Low,Very Sensitive,1,2,High,Smartphone,Cash,2024-03-03,True,True,Wants-based,No Preference,4,PL,26-35
93-675-1619,28,Female,Middle,Married,Master's,Middle,Vília,Animal Feed,203.49,7,In-Store,4,1,2.0,Medium,Not Sensitive,1,8,High,Tablet,Cash,2024-08-10,False,True,Need-based,Express,11,Unknown,26-35
33-200-7615,40,Female,High,Divorced,Bachelor's,Middle,Jiangmen,Arts & Crafts,247.3,2,In-Store,4,4,2.0,Low,Very Sensitive,0,1,Medium,Desktop,Credit Card,2024-02-08,True,True,Wants-based,No Preference,11,CN,36-45
34-016-7909,42,Male,High,Married,High School,Middle,Osorno,Office Supplies,131.85,4,Mixed,5,4,2.0,Low,Somewhat Sensitive,1,5,Medium,Smartphone,Debit Card,2024-01-04,True,False,Need-based,No Preference,6,CL,36-45
82-304-6495,19,Male,High,Married,Master's,High,Labo,Beauty & Personal Care,459.39,6,Mixed,2,2,0.3,Low,Very Sensitive,2,4,High,Tablet,Credit Card,2024-09-29,False,False,Planned,No Preference,14,PH,18-25
93-356-8589,35,Female,High,Married,Master's,High,Besko,Arts & Crafts,370.73,7,Online,3,2,1.0,High,Not Sensitive,0,9,High,Smartphone,Debit Card,2024-08-18,False,True,Need-based,No Preference,7,Unknown,26-35
53-042-5685,44,Female,Middle,Widowed,Bachelor's,High,Sula,Jewelry & Accessories,373.05,3,In-Store,3,4,0.3,Low,Not Sensitive,1,10,Medium,Tablet,Cash,2024-03-14,False,True,Planned,Standard,7,Unknown,36-45
35-853-2222,19,Female,High,Married,Bachelor's,High,Valongo,Sports & Outdoors,393.78,6,Online,3,4,1.0,Medium,Very Sensitive,0,5,Low,Tablet,Other,2024-03-25,True,False,Need-based,No Preference,14,PT,18-25
83-670-9273,27,Female,High,Widowed,Master's,High,Al Khānkah,Clothing,245.04,4,Online,3,2,0.0,High,Not Sensitive,2,6,High,Tablet,Other,2024-12-03,True,True,Need-based,Standard,10,EG,26-35
79-902-8144,26,Female,High,Single,Bachelor's,Middle,Rates,Baby Products,93.29,11,Online,2,2,0.0,High,Very Sensitive,0,7,Low,Tablet,Other,2024-07-25,True,False,Impulsive,No Preference,9,Unknown,26-35
41-009-7879,27,Female,High,Married,High School,Middle,Anyang,Hotels,156.5,5,Mixed,1,1,1.0,High,Very Sensitive,0,3,High,Desktop,Other,2024-01-10,True,False,Wants-based,Standard,14,CN,26-35
89-302-8461,37,Male,Middle,Single,Master's,Middle,Nymburk,Packages),290.11,8,Mixed,4,4,1.0,Medium,Very Sensitive,1,4,Medium,Smartphone,PayPal,2024-10-30,False,False,Impulsive,No Preference,14,Unknown,36-45
23-066-1915,23,Female,Middle,Single,Bachelor's,Middle,Jiangcun,Software & Apps,355.28,3,Mixed,5,5,0.0,Low,Very Sensitive,1,4,Low,Smartphone,Credit Card,2024-09-17,True,True,Planned,No Preference,5,Unknown,18-25
39-090-0124,31,Other,Middle,Single,Bachelor's,High,Tafo,Gardening & Outdoors,73.74,7,Online,4,2,0.3,High,Not Sensitive,1,3,Medium,Smartphone,Other,2024-08-17,False,False,Wants-based,Standard,13,GH,26-35
41-854-0707,21,Female,Middle,Widowed,Master's,Middle,Cibaregbeg,Sports & Outdoors,170.35,10,In-Store,2,1,1.0,Medium,Very Sensitive,1,10,Low,Desktop,Cash,2024-06-03,True,True,Need-based,Standard,1,Unknown,18-25
93-867-8303,21,Female,Middle,Single,Master's,High,Liangnong,Gardening & Outdoors,201.6,9,In-Store,1,4,2.0,Medium,Very Sensitive,1,4,High,Smartphone,PayPal,2024-10-24,False,False,Impulsive,Express,14,Unknown,18-25
31-088-6950,27,Female,Middle,Single,Master's,High,Hengshi,Furniture,116.14,11,Mixed,1,4,1.0,High,Somewhat Sensitive,0,8,Medium,Desktop,Credit Card,2024-04-01,False,True,Wants-based,Express,14,Unknown,26-35
43-616-8365,29,Female,Middle,Single,Master's,High,Kandangan,Jewelry & Accessories,483.38,9,Online,2,1,0.0,High,Somewhat Sensitive,2,3,High,Desktop,Other,2024-06-09,False,True,Need-based,Standard,8,Unknown,26-35
25-502-1415,38,Female,High,Married,Master's,Middle,Longhuashan,Arts & Crafts,54.17,4,Mixed,4,5,0.0,Medium,Somewhat Sensitive,2,2,Medium,Desktop,Credit Card,2024-01-11,False,True,Planned,No Preference,7,Unknown,36-45
32-338-5967,32,Male,Middle,Widowed,Bachelor's,High,Lebak,Hotels,113.57,5,Online,4,4,2.0,Medium,Very Sensitive,1,1,High,Tablet,Cash,2024-11-01,False,True,Wants-based,Standard,8,Unknown,26-35
19-311-9149,21,Other,High,Single,High School,High,Gereshk,Packages),305.54,6,In-Store,3,5,0.0,Medium,Somewhat Sensitive,0,5,Medium,Smartphone,Other,2024-03-28,True,False,Wants-based,No Preference,7,AF,18-25
94-212-7169,23,Female,High,Divorced,High School,High,Yonghe,Food & Beverages,339.12,2,In-Store,4,4,0.0,Medium,Not Sensitive,0,5,Low,Smartphone,PayPal,2024-01-08,False,False,Impulsive,No Preference,1,Unknown,18-25
17-213-2834,34,Male,Middle,Single,High School,Middle,Marshintsy,Clothing,372.49,12,Online,4,3,0.0,High,Very Sensitive,0,5,Medium,Desktop,Debit Card,2024-08-22,True,False,Planned,No Preference,7,Unknown,26-35
36-214-1586,41,Male,High,Widowed,High School,High,Halinów,Books,186.85,2,Online,3,1,2.0,High,Not Sensitive,2,8,Low,Smartphone,Other,2024-02-20,True,False,Impulsive,Express,12,Unknown,36-45
83-427-3218,47,Female,Middle,Widowed,High School,Middle,White River,Furniture,467.32,12,In-Store,4,4,2.0,Medium,Somewhat Sensitive,2,4,Low,Smartphone,PayPal,2024-01-28,False,True,Need-based,No Preference,11,ZA,46-55
61-663-9008,18,Male,Middle,Married,Master's,Middle,Taishihe,Travel & Leisure (Flights,475.65,4,In-Store,4,5,0.0,High,Somewhat Sensitive,2,6,Low,Smartphone,PayPal,2024-06-23,True,True,Wants-based,Express,14,Unknown,18-25
43-671-9834,39,Female,Middle,Divorced,High School,High,Ranot,Clothing,149.88,9,Mixed,3,2,0.0,Low,Somewhat Sensitive,1,10,Low,Smartphone,Debit Card,2024-04-19,False,False,Impulsive,Standard,4,TH,36-45
23-085-0811,43,Female,High,Widowed,Master's,High,Da’an,Health Care,345.49,9,Mixed,3,1,2.0,High,Not Sensitive,0,10,Medium,Tablet,PayPal,2024-09-06,True,False,Impulsive,Express,3,CN,36-45
85-192-9218,31,Female,High,Divorced,Bachelor's,High,Kisovec,Health Care,297.24,2,Mixed,1,4,0.0,Medium,Not Sensitive,0,9,High,Desktop,PayPal,2024-06-29,True,True,Planned,Express,7,Unknown,26-35
82-671-7236,28,Female,Middle,Divorced,Bachelor's,High,Ābdānān,Home Appliances,494.34,12,Online,5,3,0.25,High,Very Sensitive,1,8,Low,Desktop,Debit Card,2024-03-03,False,False,Wants-based,Express,3,IR,26-35
41-934-7739,45,Other,Middle,Divorced,High School,High,Campo Maior,Jewelry & Accessories,457.18,7,In-Store,4,3,2.0,High,Very Sensitive,2,6,Medium,Smartphone,Other,2024-08-20,True,True,Wants-based,Express,10,BR,36-45
30-133-5120,30,Male,Middle,Widowed,Bachelor's,Middle,Brikcha,Books,448.68,8,In-Store,4,4,2.0,High,Somewhat Sensitive,1,3,Medium,Tablet,Debit Card,2024-05-25,True,False,Wants-based,Express,8,Unknown,26-35
10-328-5732,44,Female,High,Single,High School,Middle,Kliteh,Health Supplements,311.9,4,In-Store,2,4,2.0,Low,Very Sensitive,0,6,High,Smartphone,Credit Card,2024-12-30,False,True,Planned,No Preference,2,Unknown,36-45
38-912-1128,38,Female,Middle,Widowed,High School,Middle,Béja,Gardening & Outdoors,301.6,4,Mixed,4,5,1.0,Low,Not Sensitive,2,10,High,Desktop,Credit Card,2024-03-11,False,False,Impulsive,Standard,13,TN,36-45
07-751-9620,23,Other,Middle,Widowed,Bachelor's,High,Ferreira do Alentejo,Software & Apps,297.45,3,Mixed,1,5,0.0,Medium,Very Sensitive,0,7,Low,Tablet,Debit Card,2024-07-07,False,False,Planned,No Preference,4,Unknown,18-25
19-885-2597,42,Male,High,Widowed,Master's,Middle,La Montañita,Health Supplements,239.46,3,Mixed,3,1,0.0,Low,Not Sensitive,2,8,High,Desktop,Other,2024-08-04,True,True,Planned,Standard,7,Unknown,36-45
82-389-2029,28,Female,High,Widowed,High School,High,Sarishābāri,Gardening & Outdoors,240.82,10,Mixed,1,3,2.0,High,Somewhat Sensitive,0,3,Medium,Tablet,PayPal,2024-01-02,True,False,Planned,No Preference,8,BD,26-35
97-463-0048,44,Female,Middle,Single,Master's,High,Mangge,Sports & Outdoors,302.07,6,Mixed,1,5,1.0,Medium,Not Sensitive,2,5,Medium,Desktop,Other,2024-04-09,True,False,Planned,Express,13,Unknown,36-45
10-232-0685,46,Female,High,Married,Master's,Middle,Yangping,Groceries,359.75,7,In-Store,5,1,1.0,High,Not Sensitive,1,6,Low,Tablet,Other,2024-01-23,False,False,Wants-based,Standard,3,Unknown,46-55
78-826-3039,27,Male,High,Single,Master's,High,Vidual,Gardening & Outdoors,228.93,7,Online,1,1,2.0,Low,Not Sensitive,2,2,Medium,Desktop,PayPal,2024-02-19,True,True,Impulsive,Express,11,Unknown,26-35
86-668-1045,20,Female,High,Single,High School,Middle,Paris 17,Office Supplies,355.31,11,Online,1,1,0.0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,2024-08-19,False,True,Impulsive,Express,12,Unknown,18-25
76-382-7162,26,Female,High,Single,High School,Middle,Mahanoro,Food & Beverages,454.93,8,Online,3,5,0.0,Low,Somewhat Sensitive,2,7,Medium,Desktop,Debit Card,2024-04-21,False,False,Wants-based,No Preference,11,MG,26-35
28-947-4295,29,Male,Middle,Widowed,Bachelor's,High,Mozdok,Beauty & Personal Care,325.42,11,In-Store,2,4,2.0,Low,Not Sensitive,1,1,High,Desktop,Other,2024-10-20,True,False,Impulsive,Express,7,RU,26-35
52-005-9914,28,Male,High,Married,Bachelor's,High,Kanoni,Mobile Accessories,207.52,4,In-Store,3,4,1.0,Low,Not Sensitive,1,8,High,Desktop,Debit Card,2024-08-06,False,False,Impulsive,No Preference,2,Unknown,26-35
34-846-7805,49,Male,High,Single,Bachelor's,High,Gromadka,Toys & Games,125.89,7,In-Store,3,3,2.0,Low,Not Sensitive,1,6,Medium,Desktop,Debit Card,2024-11-22,False,False,Wants-based,No Preference,13,Unknown,46-55
26-596-5461,46,Female,High,Single,Master's,Middle,Payapa,Electronics,170.77,9,Online,5,2,1.0,Medium,Somewhat Sensitive,2,1,Low,Smartphone,Credit Card,2024-08-04,False,False,Impulsive,No Preference,4,Unknown,46-55
55-846-2579,47,Male,Middle,Divorced,Bachelor's,High,Kiev,Software & Apps,378.14,6,Mixed,2,2,1.0,Medium,Very Sensitive,1,6,High,Smartphone,PayPal,2024-09-04,False,False,Wants-based,Standard,7,Unknown,46-55
67-599-9267,47,Male,High,Widowed,High School,Middle,Lomintsevskiy,Arts & Crafts,164.44,5,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,10,High,Smartphone,Other,2024-04-08,False,False,Impulsive,No Preference,5,Unknown,46-55
41-501-9276,24,Male,High,Married,Bachelor's,High,Monchegorsk,Sports & Outdoors,455.81,3,Online,2,3,1.0,Low,Somewhat Sensitive,1,6,Medium,Smartphone,Debit Card,2024-04-21,False,False,Wants-based,Express,6,RU,18-25
31-284-5722,36,Female,High,Single,Bachelor's,High,Jianshan,Hotels,351.71,7,In-Store,2,2,0.0,Medium,Very Sensitive,1,6,Medium,Tablet,Other,2024-03-19,True,False,Need-based,Standard,8,CN,36-45
52-726-9328,19,Other,High,Single,High School,High,Pingzhuang,Office Supplies,241.72,6,Mixed,5,2,1.0,Medium,Not Sensitive,0,8,High,Desktop,Debit Card,2024-05-29,False,True,Planned,Express,2,CN,18-25
88-428-8409,37,Male,High,Married,Master's,Middle,Ziniaré,Packages),347.99,5,Mixed,4,4,1.0,Low,Somewhat Sensitive,0,1,High,Desktop,PayPal,2024-03-22,True,False,Planned,Standard,6,BF,36-45
21-313-7424,45,Female,Middle,Single,Master's,High,Zduńska Wola,Office Supplies,343.81,3,In-Store,3,5,0.0,High,Somewhat Sensitive,0,7,Medium,Desktop,Credit Card,2024-02-22,False,True,Need-based,Standard,3,PL,36-45
79-973-7862,47,Female,Middle,Married,Master's,Middle,Mount Ayliff,Animal Feed,105.29,7,In-Store,2,5,0.0,Low,Very Sensitive,0,1,High,Desktop,Cash,2024-12-25,False,True,Need-based,Express,4,Unknown,46-55
81-814-3498,32,Male,Middle,Single,High School,Middle,Pīrgaaj,Hotels,483.66,3,Online,1,4,1.0,Medium,Not Sensitive,2,1,Medium,Desktop,Other,2024-08-27,False,False,Impulsive,Standard,9,BD,26-35
34-375-8138,48,Male,Middle,Married,Bachelor's,Middle,Zbraslavice,Home Appliances,69.41,8,Mixed,5,3,0.0,High,Somewhat Sensitive,1,9,High,Tablet,Cash,2024-01-28,False,False,Wants-based,Standard,5,Unknown,46-55
05-067-9686,20,Other,High,Single,Master's,Middle,Xilu,Toys & Games,207.18,11,Online,1,3,0.0,Low,Somewhat Sensitive,1,5,High,Tablet,PayPal,2024-11-16,False,False,Wants-based,Standard,8,Unknown,18-25
61-951-7929,32,Male,Middle,Divorced,High School,High,Bamut,Health Supplements,454.15,11,In-Store,2,1,1.0,High,Not Sensitive,1,8,High,Smartphone,Cash,2024-12-08,True,True,Planned,Express,13,Unknown,26-35
09-443-7536,37,Female,High,Single,Bachelor's,High,Maurisu,Jewelry & Accessories,183.86,5,Mixed,1,1,2.0,Medium,Not Sensitive,1,4,Low,Smartphone,Debit Card,2024-10-07,False,True,Wants-based,Standard,3,Unknown,36-45
27-463-5671,21,Other,Middle,Widowed,Master's,Middle,Gorzyce,Packages),53.87,10,In-Store,4,3,0.0,Medium,Very Sensitive,0,10,High,Tablet,Cash,2024-06-25,True,False,Planned,No Preference,2,Unknown,18-25
53-380-3968,43,Female,High,Widowed,Bachelor's,High,Qingyun,Food & Beverages,427.82,9,In-Store,5,5,0.0,Medium,Somewhat Sensitive,1,2,Medium,Desktop,PayPal,2024-04-04,True,False,Wants-based,No Preference,14,Unknown,36-45
12-440-5464,28,Male,Middle,Divorced,Master's,Middle,Ndungu,Electronics,215.31,7,Online,5,5,2.0,Medium,Somewhat Sensitive,1,8,Medium,Smartphone,Other,2024-04-09,False,True,Impulsive,No Preference,7,Unknown,26-35
33-467-2534,43,Male,Middle,Widowed,Master's,High,Emiliano Zapata,Furniture,183.66,11,Online,3,1,1.0,Low,Very Sensitive,0,10,Medium,Tablet,Credit Card,2024-04-18,True,True,Planned,No Preference,6,MX,36-45
58-528-6262,42,Male,Middle,Married,Master's,High,Sobue,Software & Apps,138.35,2,Online,4,5,2.0,Low,Not Sensitive,0,2,Low,Smartphone,Other,2024-07-14,True,True,Wants-based,No Preference,8,JP,36-45
31-060-2716,27,Male,Middle,Divorced,Bachelor's,Middle,High Point,Groceries,441.87,3,Mixed,1,2,1.0,High,Somewhat Sensitive,0,10,Medium,Smartphone,PayPal,2024-09-10,True,False,Wants-based,No Preference,13,US,26-35
81-515-5823,40,Female,Middle,Married,Master's,Middle,Qiankeng,Clothing,178.29,4,Mixed,4,3,2.0,Low,Very Sensitive,2,10,High,Desktop,Cash,2024-07-29,False,True,Planned,No Preference,8,Unknown,36-45
28-874-8938,46,Male,High,Married,High School,High,Phong Điền,Office Supplies,266.9,11,Mixed,4,2,2.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,2024-07-01,False,True,Wants-based,Express,13,VN,46-55
89-625-5542,38,Female,Middle,Divorced,Bachelor's,High,Mirów,Electronics,269.84,4,In-Store,5,4,0.0,Low,Not Sensitive,2,9,Low,Tablet,Credit Card,2024-05-04,True,True,Wants-based,No Preference,2,Unknown,36-45
94-408-2581,40,Female,Middle,Married,High School,High,Bordeaux,Travel & Leisure (Flights,474.56,8,In-Store,1,5,2.0,Low,Not Sensitive,1,6,High,Smartphone,PayPal,2024-04-17,True,False,Planned,Standard,12,FR,36-45
55-301-9368,34,Male,High,Married,Master's,High,Zamora,Electronics,360.91,4,Mixed,3,5,1.0,High,Somewhat Sensitive,0,8,High,Desktop,Credit Card,2024-08-30,True,True,Planned,No Preference,4,MX,26-35
72-336-1992,44,Female,Middle,Widowed,Bachelor's,High,Jubaoshan,Groceries,373.49,6,Online,4,1,0.0,Medium,Very Sensitive,0,10,Low,Tablet,Cash,2024-04-23,True,True,Impulsive,Standard,1,Unknown,36-45
77-178-6086,42,Female,Middle,Single,Master's,Middle,Gueltat Zemmour,Toys & Games,332.67,8,In-Store,1,4,2.0,Medium,Somewhat Sensitive,1,2,High,Smartphone,Other,2024-12-11,False,True,Impulsive,Express,4,Unknown,36-45
75-210-7391,44,Female,Middle,Married,High School,Middle,Kokstad,Packages),269.78,7,In-Store,2,3,1.0,Medium,Somewhat Sensitive,2,7,Medium,Desktop,Other,2024-07-25,True,True,Need-based,No Preference,5,ZA,36-45
60-470-3563,29,Male,Middle,Married,Bachelor's,Middle,Malasin,Gardening & Outdoors,498.33,2,Online,3,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,PayPal,2024-05-08,True,True,Wants-based,Express,1,Unknown,26-35
96-121-0629,38,Male,Middle,Married,Bachelor's,Middle,Yanshang,Software & Apps,303.93,6,Mixed,3,2,0.0,High,Not Sensitive,1,10,Low,Smartphone,Debit Card,2024-03-13,True,False,Need-based,No Preference,2,Unknown,36-45
00-275-9990,24,Female,Middle,Married,Bachelor's,Middle,Tempuran,Food & Beverages,302.74,11,Mixed,1,5,0.0,High,Very Sensitive,0,6,High,Smartphone,PayPal,2024-06-28,True,True,Wants-based,Express,5,Unknown,18-25
36-593-2907,42,Other,High,Single,Bachelor's,High,Karafao,Beauty & Personal Care,157.21,11,Online,3,3,0.0,Medium,Not Sensitive,0,3,High,Tablet,Debit Card,2024-04-30,True,False,Wants-based,Express,5,Unknown,36-45
28-395-9872,38,Male,High,Married,Master's,Middle,Blantyre,Hotels,65.68,4,In-Store,4,4,0.0,Medium,Not Sensitive,0,8,Medium,Smartphone,Other,2024-05-07,False,False,Impulsive,Standard,12,MW,36-45
38-940-4942,22,Female,High,Widowed,Master's,Middle,Faqqū‘ah,Health Care,490.41,4,Mixed,3,4,0.0,Low,Somewhat Sensitive,0,2,High,Tablet,Other,2024-12-15,False,True,Planned,Express,3,Unknown,18-25
82-014-2564,33,Male,High,Married,High School,Middle,Yelyzavethradka,Groceries,461.34,4,In-Store,3,1,0.0,High,Somewhat Sensitive,1,9,Low,Desktop,Cash,2024-03-06,False,True,Wants-based,Express,7,Unknown,26-35
79-384-7469,50,Male,Middle,Single,Bachelor's,High,Xudat,Groceries,50.79,12,Mixed,5,1,0.0,Medium,Somewhat Sensitive,0,2,Medium,Desktop,Other,2024-05-28,True,False,Planned,Standard,3,Unknown,46-55
30-839-5589,42,Female,Middle,Married,High School,Middle,Yaodu,Hotels,264.3,10,In-Store,5,4,1.0,Low,Not Sensitive,2,2,High,Smartphone,PayPal,2024-08-20,True,True,Planned,No Preference,5,Unknown,36-45
76-848-9229,29,Male,High,Married,Bachelor's,Middle,Saint-Gratien,Animal Feed,122.46,12,Mixed,2,3,0.0,High,Not Sensitive,0,3,Low,Tablet,Credit Card,2024-02-15,False,True,Wants-based,Standard,6,FR,26-35
98-559-6096,20,Male,Middle,Widowed,High School,Middle,Totora,Software & Apps,238.01,8,In-Store,2,2,0.0,High,Somewhat Sensitive,0,9,Low,Desktop,Cash,2024-07-13,False,True,Need-based,Standard,5,Unknown,18-25
55-580-7707,38,Male,High,Divorced,Bachelor's,Middle,Čáslav,Jewelry & Accessories,245.98,4,Mixed,5,1,1.0,High,Not Sensitive,0,1,Medium,Desktop,PayPal,2024-11-29,False,False,Planned,Standard,10,Unknown,36-45
18-605-0795,45,Other,Middle,Widowed,High School,High,Rudnogorsk,Hotels,390.83,9,Online,5,5,0.0,Medium,Somewhat Sensitive,0,5,High,Desktop,Cash,2024-10-28,False,True,Impulsive,No Preference,8,Unknown,36-45
75-847-7630,37,Male,Middle,Single,High School,Middle,Adela,Baby Products,439.24,8,Mixed,3,3,1.0,High,Somewhat Sensitive,2,9,Medium,Tablet,Other,2024-07-26,False,False,Wants-based,Standard,10,Unknown,36-45
56-719-7145,48,Female,High,Married,Master's,Middle,Jinqiao,Clothing,333.15,9,Mixed,1,5,1.0,High,Very Sensitive,1,8,High,Smartphone,Other,2024-08-12,False,False,Impulsive,Standard,14,Unknown,46-55
14-025-2335,19,Male,Middle,Divorced,Master's,Middle,Barg-e Matāl,Luxury Goods,64.22,9,Online,1,1,2.0,High,Somewhat Sensitive,1,9,Medium,Smartphone,PayPal,2024-01-02,True,False,Impulsive,No Preference,10,Unknown,18-25
10-300-8072,46,Female,High,Single,High School,High,Argenteuil,Home Appliances,290.53,3,Online,3,2,1.0,Low,Very Sensitive,0,6,High,Desktop,Debit Card,2024-11-04,True,False,Planned,No Preference,10,FR,46-55
73-698-2326,39,Male,Middle,Divorced,Bachelor's,High,Daying,Baby Products,251.8,6,Mixed,5,1,2.0,High,Very Sensitive,1,8,Low,Smartphone,Debit Card,2024-07-05,True,True,Impulsive,No Preference,11,Unknown,36-45
65-359-4645,28,Female,Middle,Married,High School,High,Xieba,Packages),461.71,10,Mixed,3,1,0.0,Low,Not Sensitive,0,9,High,Smartphone,Cash,2024-02-16,False,False,Planned,Standard,11,Unknown,26-35
76-561-2427,27,Other,Middle,Widowed,High School,High,Cane,Travel & Leisure (Flights,198.45,11,Online,3,5,1.0,High,Not Sensitive,2,8,High,Tablet,PayPal,2024-05-04,True,False,Wants-based,No Preference,5,Unknown,26-35
82-467-3300,23,Male,High,Married,Master's,Middle,Podhum,Baby Products,216.45,5,Mixed,5,2,0.0,Medium,Very Sensitive,2,7,Low,Tablet,Credit Card,2024-10-31,False,False,Need-based,No Preference,3,Unknown,18-25
92-946-7398,19,Female,High,Widowed,Bachelor's,High,Vilar,Baby Products,358.72,5,In-Store,3,5,1.0,Low,Very Sensitive,0,8,Low,Tablet,Credit Card,2024-02-06,True,True,Impulsive,Standard,12,PT,18-25
22-579-3978,40,Male,Middle,Divorced,High School,High,Arendal,Clothing,88.78,10,Online,5,3,0.0,High,Very Sensitive,1,7,Medium,Desktop,PayPal,2024-01-06,False,False,Planned,Standard,13,NO,36-45
28-676-0614,49,Male,Middle,Married,High School,High,La Ravoire,Clothing,262.61,3,In-Store,2,5,1.0,Medium,Somewhat Sensitive,0,10,Medium,Smartphone,Other,2024-02-28,False,True,Wants-based,Standard,6,Unknown,46-55
07-211-9364,45,Other,Middle,Widowed,Master's,Middle,Dostoyevka,Home Appliances,91.24,8,In-Store,4,3,0.0,High,Somewhat Sensitive,0,4,Low,Tablet,Cash,2024-10-28,True,False,Wants-based,Standard,4,Unknown,36-45
98-238-6733,42,Female,High,Married,High School,High,Liuzhou,Luxury Goods,425.69,5,In-Store,2,5,0.0,High,Very Sensitive,0,4,Medium,Tablet,Credit Card,2024-06-21,False,True,Impulsive,No Preference,4,CN,36-45
72-006-3769,41,Female,High,Married,Bachelor's,High,São Mateus do Maranhão,Packages),446.11,9,Mixed,3,1,1.0,Medium,Very Sensitive,0,10,Medium,Desktop,PayPal,2024-06-06,True,True,Wants-based,Express,11,BR,36-45
